x,y
0.0068085106382978905, 0.3273615635179157
0.02297872340425533, 1.1596091205211732
0.03914893617021277, 1.8892508143322475
0.05276595744680852, 2.4592833876221496
0.0723404255319149, 3.416938110749185
0.08936170212765958, 4.055374592833876
0.11234042553191491, 4.967426710097719
0.13276595744680847, 5.822475570032573
0.15659574468085108, 6.65472312703583
0.17446808510638295, 7.2361563517915295
0.19744680851063828, 7.555374592833875
0.22297872340425529, 7.555374592833875
0.24765957446808512, 7.190553745928337
0.2663829787234042, 6.962540716612377
0.2953191489361702, 6.335504885993484
0.31063829787234043, 6.107491856677523
0.33361702127659576, 5.617263843648208
0.35063829787234047, 5.184039087947882
0.3770212765957447, 4.625407166123778
0.38978723404255317, 4.340390879478827
0.414468085106383, 3.9527687296416936
0.44, 3.5993485342019538
0.45531914893617015, 3.3827361563517906
0.47234042553191485, 3.006514657980456
0.47574468085106386, 2.8697068403908794
0.5336170212765957, 2.493485342019544
0.5693617021276596, 2.1856677524429964
0.6272340425531914, 1.6270358306188921
